transaction_id,drug_id,hospital_id,transaction_type,quantity,transaction_date,performed_by
DT0001502,DR024,H005,Return,23,2024-09-18,Sobhi Osman
DT0001503,DR172,H005,Adjustment,14,2024-05-24,Ehab El-Gazar
DT0001504,DR126,H005,Adjustment,1,2024-09-08,Bahaa Ahmed
DT0001505,DR143,H005,Adjustment,11,2024-06-24,Saad Abdel-Monem
DT0001506,DR065,H005,Wastage,9,2024-11-29,Rania Abdel-Aziz
DT0001507,DR030,H005,Dispensing,25,2024-11-14,Ayman Amin
DT0001508,DR037,H005,Dispensing,32,2024-09-15,Fares El-Shaer
DT0001509,DR018,H005,Dispensing,36,2024-12-15,Marwan Shehata
DT0001510,DR097,H005,Purchase,195,2025-04-18,Nabil Soliman
DT0001511,DR162,H005,Dispensing,42,2024-10-30,Shaimaa Mansour
DT0001512,DR134,H005,Purchase,266,2025-01-25,Tharwat El-Banna
DT0001513,DR027,H005,Adjustment,28,2025-02-11,Omar El-Hariry
DT0001514,DR148,H005,Purchase,365,2024-05-13,Amr Bayoumi
DT0001515,DR008,H005,Dispensing,2,2025-01-04,Raafat Mahrous
DT0001516,DR110,H005,Purchase,177,2024-06-03,Tharwat El-Banna
DT0001517,DR065,H005,Adjustment,6,2024-05-22,Walid El-Desouky
DT0001518,DR096,H005,Adjustment,18,2024-06-09,Lamia Ali
DT0001519,DR072,H005,Dispensing,34,2024-06-19,Samira Lotfy
DT0001520,DR064,H005,Return,2,2025-01-16,Nagy Eid
DT0001521,DR120,H005,Adjustment,13,2024-09-24,Samer El-Wakeel
DT0001522,DR164,H005,Wastage,26,2025-02-20,Hatem Radwan
DT0001523,DR155,H005,Dispensing,28,2025-04-14,Zaki Khalil
DT0001524,DR005,H005,Return,16,2024-12-29,Ali Mahrous
DT0001525,DR081,H005,Dispensing,19,2024-09-14,Wassim Amin
DT0001526,DR058,H005,Dispensing,31,2025-03-27,Asmaa El-Shaer
DT0001527,DR166,H005,Purchase,391,2024-08-17,Ali Mahrous
DT0001528,DR003,H005,Wastage,3,2024-09-05,Rania Abdel-Aziz
DT0001529,DR170,H005,Dispensing,27,2024-06-19,Bahaa Ahmed
DT0001530,DR070,H005,Dispensing,16,2025-02-26,Nevine Nofal
DT0001531,DR143,H005,Adjustment,17,2025-05-07,Mohsen Radwan
DT0001532,DR172,H005,Purchase,384,2025-01-03,Farida El-Gohary
DT0001533,DR085,H005,Dispensing,45,2025-04-18,Iman Selim
DT0001534,DR132,H005,Wastage,29,2024-12-08,Niveen Tobar
DT0001535,DR141,H005,Dispensing,25,2024-07-26,Basma Abdel-Monem
DT0001536,DR021,H005,Return,29,2024-05-09,Ziad El-Assar
DT0001537,DR075,H005,Dispensing,35,2024-12-16,Safaa Hegazy
DT0001538,DR139,H005,Dispensing,21,2025-04-19,Nagy Eid
DT0001539,DR143,H005,Dispensing,31,2024-06-30,Zaki Khalil
DT0001540,DR120,H005,Dispensing,31,2025-02-25,Samir Shoman
DT0001541,DR055,H005,Dispensing,35,2024-07-02,Amal Lotfy
DT0001542,DR074,H005,Wastage,14,2024-07-21,Abdelaziz El-Rashidy
DT0001543,DR015,H005,Dispensing,42,2024-11-09,Salma Hamouda
DT0001544,DR107,H005,Dispensing,8,2025-03-20,Hassan El-Malt
DT0001545,DR116,H005,Purchase,428,2024-08-11,Farida El-Malt
DT0001546,DR089,H005,Return,25,2025-05-06,Iman Selim
DT0001547,DR112,H005,Wastage,1,2024-07-29,Iman Selim
DT0001548,DR021,H005,Dispensing,41,2025-03-02,Youssef Hamouda
DT0001549,DR018,H005,Dispensing,45,2025-01-06,Nevine Nofal
DT0001550,DR086,H005,Dispensing,26,2025-04-11,Salma Hatem
DT0001551,DR097,H005,Dispensing,50,2025-03-12,Marwan Ramadan
DT0001552,DR074,H005,Dispensing,42,2024-09-07,Safaa Hegazy
DT0001553,DR132,H005,Purchase,113,2024-06-09,Ayman Mohamed
DT0001554,DR036,H005,Dispensing,48,2024-10-05,Ayman Amin
DT0001555,DR146,H005,Dispensing,5,2024-09-02,Hazem Hassan
DT0001556,DR098,H005,Dispensing,209,2024-09-10,Basma Abdel-Monem
DT0001557,DR093,H005,Purchase,488,2024-09-27,Nadia Fawzy
DT0001558,DR174,H005,Purchase,403,2025-02-04,Tharwat El-Banna
DT0001559,DR050,H005,Dispensing,12,2024-10-15,Hani Amin
DT0001560,DR054,H005,Dispensing,27,2024-05-29,Rozan El-Sayed
DT0001561,DR155,H005,Dispensing,14,2024-06-21,Maged Farag
DT0001562,DR057,H005,Purchase,145,2024-11-29,Basma Shaaban
DT0001563,DR080,H005,Dispensing,3,2024-09-22,Samir Shoman
DT0001564,DR110,H005,Dispensing,33,2024-05-17,Yara Mansour
DT0001565,DR173,H005,Dispensing,25,2024-10-13,Howaida El-Arabi
DT0001566,DR061,H005,Dispensing,4,2024-10-01,Wassim Amin
DT0001567,DR010,H005,Return,4,2024-11-27,Labib Younis
DT0001568,DR091,H005,Wastage,21,2024-05-19,Ghada Farghaly
DT0001569,DR051,H005,Dispensing,38,2024-09-19,Omar El-Hariry
DT0001570,DR053,H005,Wastage,25,2024-09-23,Sobhi Eid
DT0001571,DR024,H005,Adjustment,28,2024-05-12,Ghada Farghaly
DT0001572,DR110,H005,Dispensing,19,2024-08-31,Amr Bayoumi
DT0001573,DR107,H005,Purchase,242,2024-06-06,Hind Shalaby
DT0001574,DR129,H005,Dispensing,9,2024-05-18,Samira Lotfy
DT0001575,DR067,H005,Dispensing,50,2024-11-22,Hatem Radwan
DT0001576,DR078,H005,Purchase,434,2024-06-05,Nagy Eid
DT0001577,DR057,H005,Dispensing,6,2024-07-21,Fathy El-Arabi
DT0001578,DR131,H005,Adjustment,25,2024-05-23,Raafat Morsi
DT0001579,DR009,H005,Return,23,2025-02-26,Zaki Khalil
DT0001580,DR175,H005,Dispensing,12,2024-05-18,Youssef Hamouda
DT0001581,DR018,H005,Purchase,122,2024-08-05,Wassim Amin
DT0001582,DR153,H005,Wastage,18,2024-06-21,Raafat Mahrous
DT0001583,DR126,H005,Dispensing,5,2024-11-09,Bahaa Ahmed
DT0001584,DR037,H005,Adjustment,7,2025-03-18,Riham Rashad
DT0001585,DR097,H005,Wastage,3,2025-04-27,Khadija Fawzy
DT0001586,DR149,H005,Dispensing,43,2024-07-15,Yara El-Tayeb
DT0001587,DR139,H005,Dispensing,34,2025-05-07,Nagy Eid
DT0001588,DR025,H005,Return,18,2025-01-24,Nevine Nofal
DT0001589,DR105,H005,Wastage,1,2025-05-09,Shaimaa Mansour
DT0001590,DR132,H005,Dispensing,31,2024-11-21,Zaki Khalil
DT0001591,DR146,H005,Adjustment,6,2025-02-07,Farida El-Malt
DT0001592,DR170,H005,Wastage,10,2024-09-21,Nagy Eid
DT0001593,DR091,H005,Purchase,463,2025-03-21,Omar El-Hariry
DT0001594,DR124,H005,Dispensing,44,2025-01-10,Nadia Fawzy
DT0001595,DR008,H005,Dispensing,2,2024-11-23,Samer El-Wakeel
DT0001596,DR118,H005,Dispensing,42,2024-09-05,Diaa Gaber
DT0001597,DR128,H005,Purchase,273,2025-04-24,Ayman Mohamed
DT0001598,DR027,H005,Dispensing,20,2024-08-02,Nabil Soliman
DT0001599,DR019,H005,Dispensing,37,2025-03-24,Fatima El-Diwany
DT0001600,DR017,H005,Purchase,412,2024-11-01,Aisha Ali
DT0001601,DR129,H005,Dispensing,30,2024-05-14,Dalia El-Banna
DT0001602,DR098,H005,Dispensing,37,2024-08-04,Khadija Fawzy
DT0001603,DR012,H005,Adjustment,13,2024-09-04,Yara El-Tayeb
DT0001604,DR157,H005,Return,27,2024-05-20,Marwan Ramadan
DT0001605,DR063,H005,Dispensing,13,2024-07-22,Nasr Sorour
DT0001606,DR152,H005,Purchase,459,2025-04-15,Khadija Fawzy
DT0001607,DR111,H005,Dispensing,10,2024-06-26,Ali Mahrous
DT0001608,DR135,H005,Wastage,2,2025-03-31,Hassan El-Malt
DT0001609,DR146,H005,Purchase,437,2024-10-05,Saad Abdel-Monem
DT0001610,DR124,H005,Dispensing,21,2025-01-05,Raafat Morsi
DT0001611,DR170,H005,Dispensing,47,2025-01-20,Basma Shaaban
DT0001612,DR114,H005,Dispensing,12,2024-11-25,Lamia Ismail
DT0001613,DR167,H005,Adjustment,12,2024-07-21,Ramy Hamza
DT0001614,DR023,H005,Dispensing,19,2025-04-02,Fathy El-Gohary
DT0001615,DR101,H005,Dispensing,18,2025-04-11,Ola El-Hariry
DT0001616,DR118,H005,Purchase,107,2025-01-16,Youssef Hamouda
DT0001617,DR009,H005,Dispensing,34,2025-04-19,Ziad El-Assar
DT0001618,DR102,H005,Wastage,10,2024-06-25,Marwan Shehata
DT0001619,DR078,H005,Dispensing,2,2024-09-16,Mahmoud Abdel-Aziz
DT0001620,DR035,H005,Dispensing,47,2024-06-07,Tharwat El-Banna
DT0001621,DR032,H005,Dispensing,6,2025-03-05,Safaa El-Banna
DT0001622,DR098,H005,Adjustment,6,2024-09-23,Hazem Hassan
DT0001623,DR072,H005,Dispensing,27,2025-04-27,Ola El-Hariry
DT0001624,DR169,H005,Dispensing,8,2024-05-26,Nada Hassan
DT0001625,DR048,H005,Dispensing,42,2025-01-06,Basel Ali
DT0001626,DR039,H005,Purchase,377,2024-12-07,Omar El-Hariry
DT0001627,DR108,H005,Dispensing,38,2024-05-20,Medhat El-Sawi
DT0001628,DR057,H005,Purchase,241,2024-07-29,Farida El-Malt
DT0001629,DR070,H005,Adjustment,14,2025-03-24,Ramzy Ibrahim
DT0001630,DR021,H005,Dispensing,15,2024-09-17,Moneer El-Sherbeny
DT0001631,DR150,H005,Return,3,2024-10-16,Ehab El-Gazar
DT0001632,DR045,H005,Purchase,64,2025-04-04,Farida El-Gohary
DT0001633,DR109,H005,Wastage,4,2024-08-23,Ghada Farghaly
DT0001634,DR108,H005,Adjustment,5,2025-03-17,Ramzy Rushdy
DT0001635,DR049,H005,Wastage,12,2025-02-03,Nadia Fawzy
DT0001636,DR008,H005,Purchase,207,2024-07-20,Dalia El-Banna
DT0001637,DR047,H005,Return,15,2024-06-15,Saad El-Sayed
DT0001638,DR169,H005,Return,29,2024-10-06,Nadia Fawzy
DT0001639,DR124,H005,Dispensing,27,2024-12-15,Hassan El-Malt
DT0001640,DR175,H005,Dispensing,30,2024-06-06,Zaki Khalil
DT0001641,DR096,H005,Return,4,2024-08-17,Bahaa Ahmed
DT0001642,DR063,H005,Wastage,30,2024-06-22,Zaki Rushdy
DT0001643,DR117,H005,Purchase,139,2024-09-28,Nagwa Gaber
DT0001644,DR093,H005,Dispensing,28,2024-10-16,Khadija Fawzy
DT0001645,DR148,H005,Purchase,336,2025-03-04,Basel Barakat
DT0001646,DR016,H005,Return,5,2025-04-07,Maged Farag
DT0001647,DR173,H005,Purchase,236,2024-05-12,Amal Lotfy
DT0001648,DR087,H005,Wastage,21,2025-04-08,Nadia Fawzy
DT0001649,DR047,H005,Dispensing,161,2024-09-23,Farida El-Malt
DT0001650,DR076,H005,Purchase,466,2024-06-15,Basel Barakat
DT0001651,DR154,H005,Dispensing,17,2024-09-28,Nada Hassan
DT0001652,DR170,H005,Dispensing,37,2024-05-29,Rozan El-Sayed
DT0001653,DR099,H005,Dispensing,1,2024-10-30,Ziad El-Assar
DT0001654,DR110,H005,Dispensing,13,2025-04-27,Moneer El-Sherbeny
DT0001655,DR041,H005,Return,8,2025-03-03,Saad Abdel-Monem
DT0001656,DR009,H005,Dispensing,38,2024-06-06,Riham Rashad
DT0001657,DR150,H005,Return,26,2025-03-31,Mohsen Radwan
DT0001658,DR126,H005,Adjustment,22,2024-11-06,Hani Amin
DT0001659,DR014,H005,Dispensing,38,2024-10-02,Ola El-Hariry
DT0001660,DR152,H005,Dispensing,41,2024-10-17,Hani Amin
DT0001661,DR116,H005,Purchase,129,2025-02-02,Bahaa Ahmed
DT0001662,DR151,H005,Dispensing,1,2024-08-02,Farida El-Gohary
DT0001663,DR089,H005,Dispensing,4,2025-02-06,Saad Abdel-Monem
DT0001664,DR048,H005,Adjustment,8,2024-05-20,Basma Abdel-Monem
DT0001665,DR042,H005,Dispensing,15,2024-05-30,Walid El-Desouky
DT0001666,DR125,H005,Wastage,27,2025-04-25,Farida El-Gohary
DT0001667,DR128,H005,Dispensing,46,2024-11-11,Safaa Hegazy
DT0001668,DR101,H005,Purchase,124,2024-07-30,Amal Lotfy
DT0001669,DR037,H005,Dispensing,7,2024-07-29,Niveen Tobar
DT0001670,DR014,H005,Dispensing,33,2025-04-30,Basel Ali
DT0001671,DR174,H005,Dispensing,17,2024-07-31,Safaa Hegazy
DT0001672,DR022,H005,Dispensing,39,2025-03-06,Ghada Farghaly
DT0001673,DR166,H005,Wastage,3,2025-03-15,Saad El-Sayed
DT0001674,DR104,H005,Adjustment,24,2024-06-15,Raafat Mahrous
DT0001675,DR076,H005,Purchase,51,2024-11-10,Hassan El-Malt
DT0001676,DR160,H005,Purchase,87,2024-08-12,Abdelaziz El-Rashidy
DT0001677,DR077,H005,Wastage,4,2024-07-16,Basel Barakat
DT0001678,DR152,H005,Adjustment,21,2024-09-05,Farida El-Malt
DT0001679,DR123,H005,Adjustment,21,2024-06-01,Fares El-Shaer
DT0001680,DR020,H005,Adjustment,8,2025-01-01,Salma Hatem
DT0001681,DR164,H005,Wastage,3,2025-01-29,Ramzy Rushdy
DT0001682,DR170,H005,Wastage,23,2024-05-16,Nasr Sorour
DT0001683,DR030,H005,Adjustment,12,2024-06-11,Karam Morsi
DT0001684,DR089,H005,Purchase,491,2024-09-25,Fatima El-Diwany
DT0001685,DR018,H005,Purchase,403,2024-05-18,Samir El-Naggar
DT0001686,DR058,H005,Purchase,448,2024-11-13,Ramy Hamza
DT0001687,DR163,H005,Purchase,178,2024-09-01,Shereen Shaaban
DT0001688,DR081,H005,Purchase,324,2025-01-01,Hazem Hassan
DT0001689,DR032,H005,Dispensing,40,2025-02-12,Riham Rashad
DT0001690,DR088,H005,Wastage,4,2025-03-25,Niveen Tobar
DT0001691,DR046,H005,Return,3,2024-08-09,Hani Amin
DT0001692,DR108,H005,Wastage,7,2024-09-16,Abdelaziz El-Rashidy
DT0001693,DR102,H005,Adjustment,20,2025-03-30,Amal Lotfy
DT0001694,DR038,H005,Dispensing,44,2025-04-23,Fatima El-Diwany
DT0001695,DR171,H005,Purchase,363,2025-01-26,Sobhi Eid
DT0001696,DR016,H005,Dispensing,25,2024-12-01,Hassan El-Malt
DT0001697,DR102,H005,Dispensing,30,2024-08-17,Abdelhamid Hanafy
DT0001698,DR082,H005,Dispensing,28,2025-05-07,Ramzy Rushdy
DT0001699,DR044,H005,Adjustment,22,2024-11-10,Nagy Eid
DT0001700,DR043,H005,Dispensing,7,2024-05-10,Shereen Shaaban
DT0001701,DR033,H005,Dispensing,3,2025-03-16,Moneer El-Sherbeny
DT0001702,DR065,H005,Dispensing,29,2024-09-17,Nashaat El-Diwany
DT0001703,DR005,H005,Dispensing,33,2025-03-15,Niveen Tobar
DT0001704,DR096,H005,Dispensing,3,2025-03-27,Salma Hatem
DT0001705,DR079,H005,Dispensing,34,2025-04-26,Sobhi Eid
DT0001706,DR039,H005,Dispensing,44,2024-11-05,Moneer El-Sherbeny
DT0001707,DR064,H005,Purchase,351,2025-02-10,Marwan Shehata
DT0001708,DR018,H005,Dispensing,37,2024-07-23,Wassim Fawzy
DT0001709,DR145,H005,Dispensing,41,2024-09-06,Marwan Ramadan
DT0001710,DR065,H005,Return,9,2025-01-08,Riham Rashad
DT0001711,DR132,H005,Adjustment,28,2024-08-20,Samir El-Naggar
DT0001712,DR018,H005,Adjustment,2,2025-01-06,Karam Morsi
DT0001713,DR154,H005,Adjustment,23,2024-09-20,Ehab El-Gazar
DT0001714,DR074,H005,Dispensing,25,2024-11-14,Dalia El-Banna
DT0001715,DR062,H005,Purchase,322,2025-03-28,Fathy El-Arabi
DT0001716,DR175,H005,Dispensing,36,2025-02-12,Sobhi Eid
DT0001717,DR144,H005,Adjustment,21,2024-08-02,Salma Hamouda
DT0001718,DR112,H005,Return,29,2024-09-30,Nevine Nofal
DT0001719,DR009,H005,Adjustment,19,2024-12-05,Nabil Soliman
DT0001720,DR019,H005,Dispensing,40,2024-11-03,Dalia El-Banna
DT0001721,DR070,H005,Purchase,275,2024-07-16,Shaimaa Mansour
DT0001722,DR042,H005,Purchase,235,2024-11-15,Amr Bayoumi
DT0001723,DR014,H005,Dispensing,7,2024-10-23,Hani Amin
DT0001724,DR080,H005,Dispensing,35,2025-03-30,May Salem
DT0001725,DR036,H005,Dispensing,32,2024-07-20,Dalia El-Banna
DT0001726,DR009,H005,Purchase,384,2024-10-20,Diaa Gaber
DT0001727,DR175,H005,Adjustment,29,2024-10-04,Basel Barakat
DT0001728,DR046,H005,Dispensing,45,2025-01-18,Shereen Shaaban
DT0001729,DR132,H005,Wastage,11,2024-08-19,Mohsen Radwan
DT0001730,DR161,H005,Dispensing,17,2024-05-27,Ayman Amin
DT0001731,DR130,H005,Adjustment,11,2025-01-10,Samer Metwally
DT0001732,DR021,H005,Purchase,97,2025-03-31,Ramzy Rushdy
DT0001733,DR058,H005,Dispensing,18,2024-07-20,Soha Gaber
DT0001734,DR060,H005,Purchase,69,2025-02-26,Howaida El-Arabi
DT0001735,DR067,H005,Adjustment,17,2024-07-05,Marwan Shehata
DT0001736,DR081,H005,Dispensing,46,2024-11-19,Amal Lotfy
DT0001737,DR156,H005,Return,12,2024-10-22,Zaki Khalil
DT0001738,DR015,H005,Dispensing,50,2024-10-26,Samir El-Naggar
DT0001739,DR108,H005,Return,23,2025-05-04,Amr El-Banna
DT0001740,DR154,H005,Dispensing,12,2024-09-06,Amr Bayoumi
DT0001741,DR170,H005,Dispensing,4,2024-06-19,Salma Hatem
DT0001742,DR120,H005,Wastage,21,2025-03-01,Farida El-Gohary
DT0001743,DR053,H005,Purchase,284,2024-10-31,Ramy Hamza
DT0001744,DR048,H005,Return,11,2025-04-10,Shereen Shaaban
DT0001745,DR138,H005,Dispensing,17,2024-12-14,Sobhi Eid
DT0001746,DR037,H005,Purchase,476,2025-01-31,Hani Amin
DT0001747,DR111,H005,Dispensing,16,2024-05-09,Basma Shaaban
DT0001748,DR043,H005,Dispensing,40,2025-04-29,Mohsen Radwan
DT0001749,DR021,H005,Purchase,259,2025-02-13,Ayman Mohamed
DT0001750,DR029,H005,Dispensing,33,2024-09-21,Saad El-Sayed
DT0001751,DR096,H006,Dispensing,15,2024-12-19,Zaki Khalil
DT0001752,DR110,H006,Purchase,113,2024-07-25,Shaimaa Mansour
DT0001753,DR035,H006,Purchase,461,2024-06-05,Nashaat El-Diwany
DT0001754,DR015,H006,Wastage,17,2025-01-07,Mamdouh El-Gohary
DT0001755,DR049,H006,Purchase,432,2024-06-23,Nasr Sorour
DT0001756,DR094,H006,Wastage,23,2025-03-01,Medhat El-Sawi
DT0001757,DR120,H006,Dispensing,21,2024-08-16,Magid Ghanem
DT0001758,DR061,H006,Return,17,2025-02-16,Rozan El-Sayed
DT0001759,DR119,H006,Dispensing,3,2024-11-20,Khadija Fawzy
DT0001760,DR129,H006,Purchase,243,2024-10-11,Bahaa Ahmed
DT0001761,DR037,H006,Wastage,24,2025-03-19,Abdelhamid Hanafy
DT0001762,DR089,H006,Dispensing,30,2024-12-27,Zaki Rushdy
DT0001763,DR117,H006,Wastage,8,2024-12-05,Ramzy Ibrahim
DT0001764,DR148,H006,Dispensing,36,2024-06-06,Wassim Fawzy
DT0001765,DR134,H006,Wastage,25,2024-12-06,Moneer El-Sherbeny
DT0001766,DR026,H006,Dispensing,27,2025-03-08,Hani Amin
DT0001767,DR133,H006,Dispensing,4,2025-05-06,Samer El-Wakeel
DT0001768,DR146,H006,Dispensing,21,2024-05-20,Abdelaziz El-Rashidy
DT0001769,DR099,H006,Wastage,17,2024-11-20,Tharwat El-Banna
DT0001770,DR106,H006,Purchase,390,2024-08-22,Farida El-Malt
DT0001771,DR109,H006,Wastage,16,2025-04-03,Nada Hassan
DT0001772,DR019,H006,Return,30,2024-05-30,Bahaa Ahmed
DT0001773,DR031,H006,Purchase,213,2025-04-06,Zaki Khalil
DT0001774,DR002,H006,Dispensing,47,2025-03-29,Raafat Morsi
DT0001775,DR148,H006,Dispensing,49,2025-02-18,Sherif Abdel-Monem
DT0001776,DR040,H006,Dispensing,21,2025-04-12,Mohsen Radwan
DT0001777,DR022,H006,Wastage,12,2024-12-10,Zaki Rushdy
DT0001778,DR027,H006,Purchase,71,2024-07-07,Farida El-Malt
DT0001779,DR062,H006,Dispensing,47,2024-09-26,Abdelhamid Hanafy
DT0001780,DR032,H006,Dispensing,3,2024-09-01,Samir El-Naggar
DT0001781,DR014,H006,Dispensing,5,2024-07-30,Medhat El-Sawi
DT0001782,DR089,H006,Adjustment,15,2024-06-30,Bahaa Ahmed
DT0001783,DR151,H006,Dispensing,20,2025-03-30,Maged Farag
DT0001784,DR106,H006,Dispensing,21,2024-11-22,Mahmoud Abdel-Aziz
DT0001785,DR122,H006,Dispensing,190,2024-07-14,Nabil Soliman
DT0001786,DR149,H006,Adjustment,16,2024-07-29,Ali Mahrous
DT0001787,DR154,H006,Dispensing,15,2024-12-03,Mamdouh El-Gohary
DT0001788,DR098,H006,Wastage,14,2024-06-29,Nasr Sorour
DT0001789,DR073,H006,Dispensing,7,2024-06-15,Ehab El-Gazar
DT0001790,DR040,H006,Return,10,2024-10-29,Shereen Shaaban
DT0001791,DR170,H006,Purchase,133,2024-09-07,Nagy Eid
DT0001792,DR051,H006,Purchase,431,2024-10-25,Raafat Mahrous
DT0001793,DR123,H006,Purchase,290,2024-10-04,Amr Bayoumi
DT0001794,DR073,H006,Purchase,474,2024-05-14,Zaki Rushdy
DT0001795,DR057,H006,Dispensing,13,2025-01-14,Basel Barakat
DT0001796,DR008,H006,Dispensing,10,2024-08-28,Asmaa El-Shaer
DT0001797,DR065,H006,Return,3,2024-05-20,Tharwat El-Banna
DT0001798,DR115,H006,Purchase,110,2025-03-20,Howaida El-Arabi
DT0001799,DR036,H006,Dispensing,145,2024-11-30,Tharwat El-Banna
DT0001800,DR048,H006,Return,1,2024-07-07,Abdelhamid Hanafy
DT0001801,DR014,H006,Adjustment,15,2025-02-27,Ghada Farghaly
DT0001802,DR150,H006,Dispensing,16,2024-07-23,Ramy Hamza
DT0001803,DR086,H006,Wastage,10,2024-11-05,Hind Shalaby
DT0001804,DR071,H006,Dispensing,21,2024-05-30,Samira Lotfy
DT0001805,DR161,H006,Dispensing,19,2024-11-29,Nashaat El-Diwany
DT0001806,DR011,H006,Dispensing,34,2024-12-24,Hesham Radwan
DT0001807,DR058,H006,Wastage,8,2024-12-21,Lamia Ismail
DT0001808,DR049,H006,Dispensing,7,2024-05-18,Samir Shoman
DT0001809,DR162,H006,Dispensing,35,2024-08-09,Sobhi Osman
DT0001810,DR152,H006,Dispensing,33,2024-05-15,Abdelaziz El-Rashidy
DT0001811,DR041,H006,Adjustment,12,2025-02-01,Saad El-Sayed
DT0001812,DR093,H006,Dispensing,40,2025-03-17,Soha Gaber
DT0001813,DR147,H006,Dispensing,43,2025-01-18,Hani Amin
DT0001814,DR025,H006,Dispensing,44,2024-08-30,Karam Morsi
DT0001815,DR067,H006,Return,27,2024-06-14,Basma Shaaban
DT0001816,DR160,H006,Adjustment,28,2024-12-11,Amr El-Banna
DT0001817,DR109,H006,Dispensing,6,2024-07-05,Nada Hassan
DT0001818,DR084,H006,Dispensing,16,2025-01-16,Salma Hatem
DT0001819,DR026,H006,Dispensing,40,2024-05-17,Wassim Amin
DT0001820,DR169,H006,Adjustment,16,2025-01-22,Nagy Eid
DT0001821,DR112,H006,Dispensing,9,2024-08-04,Fares El-Shaer
DT0001822,DR011,H006,Purchase,310,2024-11-30,Niveen Tobar
DT0001823,DR163,H006,Adjustment,21,2024-07-03,Nagy Eid
DT0001824,DR010,H006,Dispensing,46,2024-05-31,Marwan Shehata
DT0001825,DR151,H006,Purchase,339,2024-10-11,Rania Abdel-Aziz
DT0001826,DR135,H006,Return,27,2024-11-01,Fathy El-Arabi
DT0001827,DR092,H006,Wastage,11,2024-07-09,Ziad El-Assar
DT0001828,DR015,H006,Dispensing,29,2024-07-13,Samer Metwally
DT0001829,DR153,H006,Purchase,178,2025-03-18,Basma Abdel-Monem
DT0001830,DR166,H006,Dispensing,8,2024-05-12,Hazem Hassan
DT0001831,DR029,H006,Adjustment,28,2024-08-16,Hatem Radwan
DT0001832,DR045,H006,Return,6,2025-01-02,Basel Ali
DT0001833,DR026,H006,Dispensing,2,2024-10-17,Nour El-Zanaty
DT0001834,DR084,H006,Dispensing,23,2024-07-24,Amal Lotfy
DT0001835,DR038,H006,Wastage,27,2024-09-07,Samir Shoman
DT0001836,DR081,H006,Purchase,323,2025-05-01,Bahaa Ahmed
DT0001837,DR137,H006,Dispensing,35,2024-09-02,Raafat Mahrous
DT0001838,DR089,H006,Purchase,497,2024-06-24,Lamia Ali
DT0001839,DR112,H006,Dispensing,21,2024-06-13,Fathy El-Gohary
DT0001840,DR132,H006,Dispensing,6,2024-06-19,Fares El-Shaer
DT0001841,DR015,H006,Dispensing,35,2024-07-13,Randa Abdallah
DT0001842,DR088,H006,Dispensing,38,2024-10-01,Basel Barakat
DT0001843,DR153,H006,Purchase,407,2024-09-25,Bahaa Ahmed
DT0001844,DR069,H006,Purchase,328,2025-01-26,Samah Helal
DT0001845,DR140,H006,Dispensing,36,2025-01-28,Hazem Hassan
DT0001846,DR076,H006,Wastage,8,2024-12-08,Fares El-Shaer
DT0001847,DR171,H006,Dispensing,50,2025-04-07,Sobhi Eid
DT0001848,DR101,H006,Dispensing,11,2024-10-14,Abdelhamid Hanafy
DT0001849,DR036,H006,Purchase,472,2024-10-16,Nadia Fawzy
DT0001850,DR163,H006,Dispensing,41,2024-07-16,Basma Shaaban
DT0001851,DR124,H006,Purchase,198,2024-08-03,Saad Abdel-Monem
DT0001852,DR134,H006,Purchase,236,2024-10-16,Lamia Ismail
DT0001853,DR113,H006,Purchase,232,2024-07-17,Ayman Amin
DT0001854,DR063,H006,Dispensing,25,2024-10-04,Raafat Morsi
DT0001855,DR120,H006,Purchase,294,2024-11-15,Iman Selim
DT0001856,DR056,H006,Return,21,2024-05-29,Farida El-Malt
DT0001857,DR153,H006,Dispensing,43,2024-09-09,Ramzy Rushdy
DT0001858,DR132,H006,Dispensing,40,2024-05-27,Omar El-Hariry
DT0001859,DR042,H006,Return,28,2024-08-09,Medhat El-Sawi
DT0001860,DR071,H006,Purchase,106,2024-08-09,Samah Helal
DT0001861,DR125,H006,Dispensing,42,2024-07-21,Fathy El-Gohary
DT0001862,DR019,H006,Dispensing,2,2024-11-23,Fathy El-Arabi
DT0001863,DR091,H006,Dispensing,48,2024-05-29,Walid El-Desouky
DT0001864,DR110,H006,Dispensing,6,2025-04-19,Labib Younis
DT0001865,DR040,H006,Purchase,96,2024-09-16,Fathy El-Gohary
DT0001866,DR155,H006,Dispensing,45,2024-07-14,Safaa El-Banna
DT0001867,DR016,H006,Wastage,8,2024-12-07,Wassim Amin
DT0001868,DR161,H006,Return,2,2024-12-17,Ramzy Rushdy
DT0001869,DR161,H006,Purchase,269,2024-11-23,Samer El-Wakeel
DT0001870,DR057,H006,Return,8,2025-02-04,Ehab El-Gazar
DT0001871,DR014,H006,Dispensing,22,2024-05-17,Fathy El-Gohary
DT0001872,DR088,H006,Purchase,280,2025-04-19,Nashaat El-Diwany
DT0001873,DR173,H006,Wastage,25,2024-06-06,Saad El-Sayed
DT0001874,DR032,H006,Dispensing,30,2024-07-08,Ziad El-Assar
DT0001875,DR158,H006,Dispensing,22,2024-07-07,Yara El-Tayeb
DT0001876,DR026,H006,Purchase,380,2024-07-10,Omar El-Hariry
